"","name","price","sex","height","color","location","markings","weight","foaldate","registrations","disciplines","temperament","link"
"6427","Cookie",1000,"Mare","14.2 hands","Palomino","Waco, Texas","Blaze,snip","","Mar-12","APHA - American Paint Horse Association ()","Western Pleasure (Rank Not Applicable) Ranch Horse (Rank Not Applicable) Western Riding (Rank Not Applicable) Youth/4-H Horse (Rank Not Applicable) Halter (Rank Not Applicable)",5,"http://www.equine.com/horses-for-sale/horse-ad-2847998.html"
"6395","Jade",800,"Mare","","Chestnut","Westfield, New York","","","May-06","","Beginner/Family  Youth/4-H Horse ",3,"http://www.equine.com/horses-for-sale/horse-ad-2848114.html"
"7788","ACADIA",2500,"Mare","13.1 hands","White","amesbury, Massachusetts","none","930 pounds","Jun-02","","Trail Horse (Trained) Driving (Trained) English Pleasure (Trained)",3,"http://www.equine.com/horses-for-sale/horse-ad-2822003.html"
"5553","Comet",3000,"Gelding","13.1 hands","Chestnut","Dripping Springs, Texas","Star, and Snip","","Jan-10","","Beginner/Family (Trained) Dressage (Prospect) Hunter (Prospect) Lesson Horse (Competed or Shown) Longe-Line (Competed or Shown)",4,"http://www.equine.com/horses-for-sale/horse-ad-2883612.html"
"7820","Stolen By Starlight",1500,"Mare","15.3 hands","Bay","Wendell, North Carolina","Star, two socks","","Jan-07","","Jumper (Champion) Eventing (Competed or Shown) Dressage (Competed or Shown) Hunter (Competed or Shown)",4,"http://www.equine.com/horses-for-sale/horse-ad-2821287.html"
"2093","COLONEL JIGGEROY",2200,"Stallion","14.2 hands","Palomino","Westby, Wisconsin","LEOPARD","900 pounds","May-11","ApHC - Appaloosa Horse Club (671948)","Cutting (Prospect) Breeding (Prospect) Working Cow Horse (Prospect) Reining (Prospect) Team Roping (Prospect)",3,"http://www.equine.com/horses-for-sale/horse-ad-2822202.html"
"1695","Skys Blue Dune",25000,"Gelding","16.2 hands","Bay","Green Bay Area, Wisconsin","","","Jul-02","AQHA - American Quarter Horse Association (X0614509)","Horsemanship  Equitation  Youth/4-H Horse  Showmanship  Hunter Under Saddle ",3,"http://www.equine.com/horses-for-sale/horse-ad-2840701.html"
"155","Sunrise Flo",12000,"Gelding","15.1 hands","Bay","Dallas, Texas","","1100 pounds","Jan-04","AQHA - American Quarter Horse Association (5244173)","Cutting (Champion) Beginner/Family (Champion) Team Sorting (Trained) Trail Horse (Champion) Youth/4-H Horse (Champion)",1,"http://www.equine.com/horses-for-sale/horse-ad-2843104.html"
"8675","Trinity",100,"Mare","15.2 hands","Bay","Berkeley Springs, West Virginia","","","Mar-03","","Dressage (Prospect) Longe-Line (Trained) Harness (Prospect) Drill Team (Prospect) Halter (Trained)",8,"http://www.equine.com/horses-for-sale/horse-ad-2801748.html"
"6246","SB Double Up Dynamo",400,"Mare","14.2 hands","Bay","Bakersfield, California","Blaze and three white stockings","950 pounds","May-96","AQHA - American Quarter Horse Association (3519279)","Breeding  Companion Only ",5,"http://www.equine.com/horses-for-sale/horse-ad-2850711.html"
"5797","Belle",500,"Mare","11.3 hands","Bay","Somerville, Alabama","Star and snip","","Jan-09","","Youth/4-H Horse (Prospect) Hunter Under Saddle (Prospect) Hunter (Prospect) Equitation (Prospect)",4,"http://www.equine.com/horses-for-sale/horse-ad-2880493.html"
"2921","Driften Easy Lola",4000,"Mare","15.0 hands","Grey","Oakdale, Nebraska","","1100 pounds","May-07","AQHA - American Quarter Horse Association (4989799)","Team Roping (Prospect) Reined Cow Horse (Prospect) Calf Roping (Prospect) Ranch Horse (Prospect)",3,"http://www.equine.com/horses-for-sale/horse-ad-2370330.html"
"8188","Aspen",0,"Mare","16.2 hands","Bay","Colorado Springs, Colorado","star, two socks","","May-98","","Hunter Under Saddle  Lesson Horse  Longe-Line  Youth/4-H Horse ",6,"http://www.equine.com/horses-for-sale/horse-ad-2814483.html"
"5836","Caesar",6500,"Gelding","17.3 hands","Grey","Blythewood, South Carolina","","","Apr-02","","Hunter (Competed or Shown) Jumper (Competed or Shown) Hunter Under Saddle (Competed or Shown) Dressage (Prospect) English Pleasure (Competed or Shown)",5,"http://www.equine.com/horses-for-sale/horse-ad-2879940.html"
"6922","Having Te With Jane",0,"Mare","15.3 hands","Chestnut","Redwood Valley, California","none","1000 pounds","May-94","AQHA - American Quarter Horse Association ()","Brood Mare (Rank Not Applicable) Dressage (Competed or Shown)",2,"http://www.equine.com/horses-for-sale/horse-ad-2839933.html"
"3253","Amatoro",24000,"Gelding","16.3 hands","Bay","Schnecksville, Pennsylvania","","","Jan-05","IALHA - International Andalusian & Lusitano Horse Association ()","Dressage (Trained)",6,"http://www.equine.com/horses-for-sale/horse-ad-2325265.html"
"5672","Certified Deja Vu",500,"Mare","16.1 hands","Bay","Richwood, Ohio","","","Feb-11","AQHA - American Quarter Horse Association ()","Brood Mare (Prospect)",2,"http://www.equine.com/horses-for-sale/horse-ad-2881615.html"
"4166","Flanders",12000,"Gelding","16.3 hands","Chestnut","Elora, Ontario, Canada","white sock and stripe","1500 pounds","Jun-03","","Dressage (Trained) Hunter (Competed or Shown)",1,"http://www.equine.com/horses-for-sale/horse-ad-2855049.html"
"8458","Thunder",10000,"Gelding","18.2 hands","Chestnut","Hanover, Pennsylvania","Blaze","","May-02","","Dressage (Trained) Trail Horse (Trained) Vaulting (Prospect)",2,"http://www.equine.com/horses-for-sale/horse-ad-2805198.html"
"4469","Coffee",300,"Gelding","","Bay","Pinon Hills, California","","","Jan-96","","",5,"http://www.equine.com/horses-for-sale/horse-ad-2840873.html"
"4149","Mag",0,"Gelding","14.1 hands","Grey","Greensburg, Indiana","only white are the hairs in his face","","Jun-08","","",4,"http://www.equine.com/horses-for-sale/horse-ad-2855062.html"
"2562","Grandiz",20000,"Gelding","16.3 hands","Chestnut","Watertown, Minnesota","Blaze, RH Sock","","Jun-11","KWPN - Dutch Warmblood Studbook in North America () USEF - United States Equestrian Federation ()","Dressage (Prospect) Jumper (Prospect)",3,"http://www.equine.com/horses-for-sale/horse-ad-2360124.html"
"7694","Lynara Czarmigo",1500,"Mare","15.1 hands","Pinto","Bloomfield, Iowa","Black Tobiano","800 pounds","May-94","AHA - Arabian Horse Association (316059) PtHA - Pinto Horse Association of America (76383)","Brood Mare (Champion) Trail Horse (Trained) Beginner/Family (Trained) Youth/4-H Horse (Trained)",3,"http://www.equine.com/horses-for-sale/horse-ad-2823050.html"
"813","DW Cowboy Shooter",2000,"Gelding","15.1 hands","Dun","Canton, North Carolina","Fewspot","1000 pounds","May-09","ApHC - Appaloosa Horse Club (email)","Youth/4-H Horse (Prospect) Hunter (Prospect) Trail Horse (Trained) Lesson Horse (Trained) Hunter Under Saddle (Trained)",2,"http://www.equine.com/horses-for-sale/horse-ad-2845393.html"
"3412","Platinum",5000,"Mare","14.3 hands","Palomino","punta gorda, Florida","","","Sep-09","","Breeding  Brood Mare  Barrel Racing  Jumper  Western Riding ",4,"http://www.equine.com/horses-for-sale/horse-ad-2718195.html"
"6809","Timmy the Kid (Pending APHA)",500,"Stallion","","Chestnut","Augusta, Kansas","Small blaze","","May-11","APHA - American Paint Horse Association (Pending)","Barrel Racing (Prospect) Hunter Under Saddle (Prospect) Ranch Horse (Prospect) Pole Bending (Prospect) Reining (Prospect)",8,"http://www.equine.com/horses-for-sale/horse-ad-2840766.html"
"6786","Smart Badger Boy",4500,"Gelding","5.3 hands","Bay","Vian, Oklahoma","","950 pounds","Apr-03","AQHA - American Quarter Horse Association (4514022)","Team Penning (Champion) Beginner/Family (Trained) Trail Horse (Trained)",2,"http://www.equine.com/horses-for-sale/horse-ad-2840825.html"
"4178","Chubby Dunnit",9000,"Gelding","14.3 hands","Buckskin","Milner, Georgia","","1050 pounds","May-04","AQHA - American Quarter Horse Association (4771597)","Reining (Competed or Shown) Western Riding (Competed or Shown) Ranch Horse (Competed or Shown) Horsemanship (Competed or Shown) Beginner/Family (Rank Not Applicable)",1,"http://www.equine.com/horses-for-sale/horse-ad-2854174.html"
"2433","Charming Margarita",1500,"Mare","14.0 hands","Sorrel","Stockton, Missouri","Blaze, Left Hind Stocking","","May-09","MFTHBA- Missouri Fox Trotting Horse Breed Association (09-98276)","Youth/4-H Horse (Trained) Gaited (Trained) Trail Horse (Rank Not Applicable)",3,"http://www.equine.com/horses-for-sale/horse-ad-2803072.html"
"4881","Gotta Runaway",1000,"Mare","15.0 hands","Bay","Southside, Tennessee","White, Star, Strip, Snip, 4 white socks","1000 pounds","May-96","AQHA - American Quarter Horse Association (3551336)","Trail Horse (Prospect) Barrel Racing (Prospect) Brood Mare (Trained)",1,"http://www.equine.com/horses-for-sale/horse-ad-2551367.html"
"3570","Dutchess SF",18500,"Mare","14.3 hands","Black","Pembroke, Massachusetts","","","Jun-09","FHANA - Friesian Horse Association of North America ()","Halter (Trained) Driving (Prospect) Dressage (Prospect) English Pleasure (Prospect) Breeding (Prospect)",4,"http://www.equine.com/horses-for-sale/horse-ad-2670814.html"
"4083","Hocus Flame",7500,"Gelding","15.1 hands","Sorrel","Jefferson, Wisconsin","","","Apr-10","AQHA - American Quarter Horse Association (5298868)","Youth/4-H Horse (Prospect) Horsemanship (Trained) Beginner/Family (Prospect) Showmanship (Trained) Western Pleasure (Show) (Trained)",2,"http://www.equine.com/horses-for-sale/horse-ad-2850559.html"
"8534","CAUSIN A FUSS",2000,"Mare","15.1 hands","Sorrel","LaPine, Oregon","star/sock","1050 pounds","May-03","AQHA - American Quarter Horse Association (4358743)","Breeding ",4,"http://www.equine.com/horses-for-sale/horse-ad-2803762.html"
"9264","Simply Red",2500,"Mare","15.3 hands","Chestnut","Elora, Ontario, Canada","","","Jan-08","","Hunter Under Saddle (Prospect) Dressage (Prospect)",3,"http://www.equine.com/horses-for-sale/horse-ad-2685007.html"
"4769","Nuthin But Luck aka Lucky",1800,"Mare","12.0 hands","Grulla","Mondovi, Wisconsin","Bald face, stockings, belly spot","","Apr-01","","English Pleasure (Competed or Shown) Jumper (Trained) Lesson Horse (Trained) Trail Horse (Trained) Western Pleasure (Show) (Competed or Shown)",1,"http://www.equine.com/horses-for-sale/horse-ad-2829831.html"
"6292","According to Me- Archie",35000,"Gelding","16.3 hands","Bay","Aledo, Texas","","","Aug-07","","Equitation  Hunter  Jumper ",3,"http://www.equine.com/horses-for-sale/horse-ad-2850617.html"
"7922","Ono Sandle",0,"Mare","15.1 hands","Black","enumclaw, Washington","Stripe, White Sock","","May-99","APHA - American Paint Horse Association ()","Youth/4-H Horse (Competed or Shown) Trail Horse (Competed or Shown) Halter (Champion) English Pleasure (Competed or Shown) Western Pleasure (Show) (Champion)",7,"http://www.equine.com/horses-for-sale/horse-ad-2817863.html"
"2524","Bubblin Fairfax",1000,"Mare","13.0 hands","Dun","Cheyenne Wells, Colorado","star, strip and snif extending onto upper lip. Dark spot above nostril. Right fore coronet partially white. left hind half pastern partially white. not other markings","750 pounds","May-11","","Pole Bending (Rank Not Applicable) Ranch Horse (Rank Not Applicable) Youth/4-H Horse (Rank Not Applicable)",5,"http://www.equine.com/horses-for-sale/horse-ad-2799609.html"
"4177","Allie",500,"Mare","14.3 hands","Bay","West Newbury, Massachusetts","","","Jan-07","","Drill Team (Prospect) Eventing (Prospect) Driving (Prospect) Endurance Riding (Prospect) Competitive Trail Competitions (Prospect)",4,"http://www.equine.com/horses-for-sale/horse-ad-2844570.html"
"8425","Stormy",2500,"Mare","15.2 hands","Black","los angeles, California","WHITE STAR ON HEAD","1000 pounds","Apr-00","TWHBEA - Tennessee Walking Horse Breeders' and Exhibitors' Association (20006424)","Brood Mare (Trained) Trail Horse (Trained)",4,"http://www.equine.com/horses-for-sale/horse-ad-2805963.html"
"1337","Monaco IHS",8500,"Mare","16.0 hands","Brown","Sussex, Wisconsin","","","May-12","USEF - United States Equestrian Federation () BWP ()","Breeding (Rank Not Applicable) Eventing (Prospect) Jumper (Prospect)",3,"http://www.equine.com/horses-for-sale/horse-ad-2855057.html"
"2855","Big Lil Sensation",10000,"Gelding","16.3 hands","Sorrel","High Point, North Carolina","","1200 pounds","Jan-10","APHA - American Paint Horse Association (989865)","Hunter Under Saddle (Prospect) Jumper (Prospect) Field Hunter (Prospect) Eventing (Prospect)",3,"http://www.equine.com/horses-for-sale/horse-ad-2757036.html"
"4004","Nu cutter Jac",2500,"Stallion","7.2 hands","Buckskin","Southside, Tennessee","None","300 pounds","Mar-13","AQHA - American Quarter Horse Association (pending)","Barrel Racing (Prospect) Breeding (Prospect) Reining (Prospect) Trail Horse (Prospect) Cutting (Prospect)",1,"http://www.equine.com/horses-for-sale/horse-ad-2881607.html"
"1628","Moscato",10000,"Gelding","16.1 hands","Grey","Huntsburg, Ohio","hind stocking, blaze, snip","1100 pounds","Mar-05","","Jumper (Trained) Equitation  Eventing (Competed or Shown) Hunter (Competed or Shown)",4,"http://www.equine.com/horses-for-sale/horse-ad-2843176.html"
"6962","Scooby",275,"Gelding","8.3 hands","Silver Dapple","Grantville, Pennsylvania","Tobiano","","Jan-07","","Beginner/Family ",1,"http://www.equine.com/horses-for-sale/horse-ad-2839126.html"
"6278","Miss Poco Kallie",2000,"Mare","10.0 hands","Bay","Springville, Indiana","www.gravesfoundationqtrhorses.com","100 pounds","Apr-13","AQHA - American Quarter Horse Association (pending) NFQHA - National Foundation Quarter Horse Association (pending)","Cutting (Prospect) Reining (Prospect) Working Cow Horse (Prospect) Team Roping (Prospect) Western Riding (Prospect)",1,"http://www.equine.com/horses-for-sale/horse-ad-2850641.html"
"1577","LF Quarter Jack",3800,"Gelding","16.2 hands","Bay","Vergennes, Vermont","Star, Hind Cornets","1335 pounds","May-01","AQHA - American Quarter Horse Association (4114824)","Horsemanship (Trained) Trail Horse (Trained) Ranch Horse (Trained) Working Cow Horse (Prospect) Ranch Sorting (Prospect)",4,"http://www.equine.com/horses-for-sale/horse-ad-2845528.html"
"2732","DRF Trinity",5000,"Mare","16.0 hands","Chestnut","Richland Center, Wisconsin","Blaze","600 pounds","May-12","ACPS - American Connemara Pony Society (HB M 2360 XLIX) AWR - American Warmblood Registry (USA AWR 1808131212)","Field Hunter (Prospect) Jumper (Prospect) Hunter (Prospect) Dressage (Prospect) Eventing (Prospect)",5,"http://www.equine.com/horses-for-sale/horse-ad-2772623.html"
"7911","Smarty",2800,"Mare","16.1 hands","Chestnut","Louisburg, North Carolina","Blaze, Back socks","","May-08","JC - Jockey Club ()","Breeding (Prospect) Brood Mare (Prospect) Companion Only ",2,"http://www.equine.com/horses-for-sale/horse-ad-2817889.html"
"4951","RS IS Mikes Lady",5500,"Mare","15.1 hands","Grey","Halifax, Massachusetts","","","May-02","AQHA - American Quarter Horse Association (4237256)","Reining (Prospect) Team Penning (Competed or Shown) Working Cow Horse (Prospect) Ranch Horse (Rank Not Applicable)",7,"http://www.equine.com/horses-for-sale/horse-ad-2817127.html"
"5350","Bailey",0,"Gelding","15.3 hands","Dun","Kissimmee, Florida","Blaze, blanket, 4 stockings","","Jan-93","","English Pleasure (Competed or Shown) Horsemanship (Competed or Shown) Hunter Under Saddle (Competed or Shown) Showmanship (Competed or Shown) Western Pleasure (Show) (Competed or Shown)",2,"http://www.equine.com/horses-for-sale/horse-ad-2886076.html"
"8238","Lilly",1000,"Mare","12.3 hands","Grey","Fellsmere, Florida","","","Jan-09","","Driving  Breeding  Hunter Under Saddle  Lesson Horse  Youth/4-H Horse ",5,"http://www.equine.com/horses-for-sale/horse-ad-2812691.html"
"3516","Baske Alert (Puc)",5000,"Gelding","15.0 hands","Bay","Sylva, North Carolina","","","May-04","AHA - Arabian Horse Association (0612093)","Endurance Riding (Prospect)",9,"http://www.equine.com/horses-for-sale/horse-ad-2685075.html"
"7941","Streaking Sunseeker",1000,"Stallion","16.1 hands","Chestnut","Annville, Pennsylvania","White Star","","Jan-10","","Racing (Trained) Dressage (Prospect) Hunter (Prospect) Jumper (Prospect)",4,"http://www.equine.com/horses-for-sale/horse-ad-2817813.html"
"6539","A Cool Filly",1800,"Mare","15.2 hands","Sorrel","Rosholt, South Dakota","Small Star","","Jun-10","AQHA - American Quarter Horse Association ()","Brood Mare ",1,"http://www.equine.com/horses-for-sale/horse-ad-2753468.html"
"3931","Wizard's Autumn Honey",3100,"Mare","15.0 hands","Black","Eagle, Wisconsin","Spotted Black/White","1000 pounds","Oct-06","MFTHBA- Missouri Fox Trotting Horse Breed Association (06-90017) SSHBEA- Spotted Saddle Horse Breeders and Exhibitors Association (10601547)","Trail Horse (Trained)",4,"http://www.equine.com/horses-for-sale/horse-ad-2884497.html"
"1521","Milestone Joey",10000,"Gelding","17.0 hands","Chestnut","Toano, Virginia","","","Jan-99","","Hunter (Champion) Hunter Under Saddle (Champion) Equitation (Champion) English Pleasure (Champion) Trail Horse (Trained)",3,"http://www.equine.com/horses-for-sale/horse-ad-2848064.html"
"2341","Windmill Farm Patrick",5300,"Gelding","14.1 hands","Grey","Howard, Ohio","","800 pounds","Feb-04","","Dressage (Competed or Shown) Jumper (Trained) Driving (Competed or Shown)",4,"http://www.equine.com/horses-for-sale/horse-ad-2811683.html"
"2105","Sailor",2750,"Gelding","17.0 hands","Black","Wood Lake, Minnesota","","1250 pounds","May-01","","Driving (Trained)",3,"http://www.equine.com/horses-for-sale/horse-ad-2822090.html"
"8018","Flicka",5000,"Mare","15.2 hands","Bay","Osakis, Minnesota","bay with one white sock and a star","900 pounds","Apr-05","","Barrel Racing (Competed or Shown) Trail Horse (Trained)",3,"http://www.equine.com/horses-for-sale/horse-ad-2816994.html"
